unifs_originalFP;unifs_ecceFP;var0;var1;formula
24;33;true;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (O))
24;33;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (S (O)))
22;29;true;true;Conj (Conj (Var (S (O)), Var (O)), Var (O))
32;41;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (S (O)), Var (O)))
32;41;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (S (O))))
30;37;true;true;Conj (Conj (Var (S (O)), Var (O)), Conj (Var (O), Var (O)))
24;33;true;true;Conj (Conj (Var (O), Var (S (O))), Var (S (O)))
22;29;true;true;Conj (Conj (Var (O), Var (S (O))), Var (O))
28;33;true;true;Conj (Conj (Var (O), Var (S (O))), Neg (Neg (Var (O))))
30;40;true;true;Conj (Conj (Var (O), Var (S (O))), Disj (Var (O), Var (O)))
34;45;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (S (O))))
32;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O)))
32;41;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O))))
30;37;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O)))
38;45;true;true;Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
22;29;true;true;Conj (Conj (Var (O), Var (O)), Var (S (O)))
20;25;true;_;Conj (Conj (Var (O), Var (O)), Var (O))
25;31;true;false;Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))
28;33;true;true;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O)))))
26;29;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O))))
31;35;true;false;Conj (Conj (Var (O), Var (O)), Neg (Neg (Neg (Var (S (O))))))
34;37;true;_;Conj (Conj (Var (O), Var (O)), Neg (Neg (Conj (Var (O), Var (O)))))
35;43;true;false;Conj (Conj (Var (O), Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
33;42;true;false;Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (S (O))))
30;40;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
30;40;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O)))
30;40;true;true;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
30;40;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O))))
28;36;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O)))
33;42;true;false;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Neg (Var (S (O)))))
36;44;true;_;Conj (Conj (Var (O), Var (O)), Disj (Var (O), Conj (Var (O), Var (O))))
32;41;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O))))
30;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))
40;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
40;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
38;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O))))
30;37;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))
28;33;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))
33;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O)))))
34;37;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Neg (Var (O)))))
36;44;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Disj (Var (O), Var (O))))
40;49;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
38;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O))))
38;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O)))))
36;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O))))
44;49;true;_;Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
33;39;true;false;Conj (Conj (Var (O), Var (O)), Conj (Neg (Var (S (O))), Var (O)))
38;45;true;true;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (S (O))))
36;41;true;_;Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O)))
